date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:53:52	30392/30392	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4c-76b8%22	https://templates.envytheme.com/milkwash/default/single-project.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/single-project.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:53	30041/30041	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4a-7559%22	https://templates.envytheme.com/milkwash/default/our-team.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/our-team.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:54	23756/23756	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4a-5ccc%22	https://templates.envytheme.com/milkwash/default/profile-details.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/profile-details.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:54	30158/30158	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f49-75ce%22	https://templates.envytheme.com/milkwash/default/faq.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/faq.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:55	21238/21238	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f47-52f6%22	https://templates.envytheme.com/milkwash/default/404.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/404.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:56	32108/32108	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4b-7d6c%22	https://templates.envytheme.com/milkwash/default/services.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/services.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:56	40631/40631	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f48-9eb7%22	https://templates.envytheme.com/milkwash/default/apartment-service.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/apartment-service.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:57	40585/40585	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4a-9e89%22	https://templates.envytheme.com/milkwash/default/office-service.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/office-service.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:57	40581/40581	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f49-9e85%22	https://templates.envytheme.com/milkwash/default/house-service.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/house-service.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:58	40577/40577	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f48-9e81%22	https://templates.envytheme.com/milkwash/default/car-service.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/car-service.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:59	40580/40580	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4a-9e84%22	https://templates.envytheme.com/milkwash/default/maintenance-service.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/maintenance-service.html	(from https://templates.envytheme.com/milkwash/default/)
14:53:59	32736/32736	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4a-7fe0%22	https://templates.envytheme.com/milkwash/default/projects.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/projects.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:00	29782/29782	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4a-7456%22	https://templates.envytheme.com/milkwash/default/projects-2.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/projects-2.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:01	25818/25818	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f49-64da%22	https://templates.envytheme.com/milkwash/default/gallery.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/gallery.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:01	30795/30795	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4b-784b%22	https://templates.envytheme.com/milkwash/default/shop.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/shop.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:02	32614/32614	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4b-7f66%22	https://templates.envytheme.com/milkwash/default/shop-2.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/shop-2.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:02	28609/28609	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f48-6fc1%22	https://templates.envytheme.com/milkwash/default/checkout.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/checkout.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:03	36031/36031	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f48-8cbf%22	https://templates.envytheme.com/milkwash/default/blog.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/blog.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:04	39086/39086	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f4b-98ae%22	https://templates.envytheme.com/milkwash/default/single-post-2.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/single-post-2.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:05	26258/26258	---MCZ	200	added ('OK')	text/html	etag:W/%225d396f49-6692%22	https://templates.envytheme.com/milkwash/default/contact-us.html	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/contact-us.html	(from https://templates.envytheme.com/milkwash/default/)
14:54:06	26894/26894	---M--	200	added ('OK')	image/png	etag:%225d396f67-690e%22	https://templates.envytheme.com/milkwash/default/assets/img/shop-item-bg-3.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/shop-item-bg-3.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:07	30319/30319	---M--	200	added ('OK')	image/png	etag:%225d396f67-766f%22	https://templates.envytheme.com/milkwash/default/assets/img/shop-item-bg-2.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/shop-item-bg-2.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:08	654/654	---M--	200	added ('OK')	image/png	etag:%225d396f5e-28e%22	https://templates.envytheme.com/milkwash/default/assets/img/check.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/check.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:10	80257/80257	---M--	200	added ('OK')	image/jpeg	etag:%225d396f67-13981%22	https://templates.envytheme.com/milkwash/default/assets/img/service-team.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/service-team.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:11	244994/244994	---M--	200	added ('OK')	image/jpeg	etag:%225d396f63-3bd02%22	https://templates.envytheme.com/milkwash/default/assets/img/project-bg-1.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/project-bg-1.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:12	310212/310212	---M--	200	added ('OK')	image/jpeg	etag:%225d396f63-4bbc4%22	https://templates.envytheme.com/milkwash/default/assets/img/project-bg-2.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/project-bg-2.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:15	195364/195364	---M--	200	added ('OK')	image/jpeg	etag:%225d396f64-2fb24%22	https://templates.envytheme.com/milkwash/default/assets/img/project-bg-4.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/project-bg-4.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:17	480408/480408	---M--	200	added ('OK')	image/jpeg	etag:%225d396f64-75498%22	https://templates.envytheme.com/milkwash/default/assets/img/project-bg-5.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/project-bg-5.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:17	250438/250438	---M--	200	added ('OK')	image/jpeg	etag:%225d396f64-3d246%22	https://templates.envytheme.com/milkwash/default/assets/img/project-bg-3.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/project-bg-3.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:18	53239/53239	---M--	200	added ('OK')	image/jpeg	etag:%225d396f6e-cff7%22	https://templates.envytheme.com/milkwash/default/assets/img/team-1.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/team-1.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:18	40221/40221	---M--	200	added ('OK')	image/jpeg	etag:%225d396f6e-9d1d%22	https://templates.envytheme.com/milkwash/default/assets/img/team-2.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/team-2.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:19	167684/167684	---M--	200	added ('OK')	image/jpeg	etag:%225d396f64-28f04%22	https://templates.envytheme.com/milkwash/default/assets/img/project-bg-6.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/project-bg-6.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:19	116013/116013	---M--	200	added ('OK')	image/jpeg	etag:%225d396f6e-1c52d%22	https://templates.envytheme.com/milkwash/default/assets/img/team-3.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/team-3.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:20	65434/65434	---M--	200	added ('OK')	image/jpeg	etag:%225d396f6e-ff9a%22	https://templates.envytheme.com/milkwash/default/assets/img/team-4.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/team-4.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:20	71303/71303	---M--	200	added ('OK')	image/jpeg	etag:%225d396f6e-11687%22	https://templates.envytheme.com/milkwash/default/assets/img/team-5.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/team-5.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:21	20447/20447	---M--	200	added ('OK')	image/jpeg	etag:%225d396f5f-4fdf%22	https://templates.envytheme.com/milkwash/default/assets/img/client-img.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/client-img.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:21	92193/92193	---M--	200	added ('OK')	image/jpeg	etag:%225d396f6f-16821%22	https://templates.envytheme.com/milkwash/default/assets/img/team-6.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/team-6.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:22	3586/3586	---M--	200	added ('OK')	image/png	etag:%225d396f65-e02%22	https://templates.envytheme.com/milkwash/default/assets/img/qoute.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/qoute.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:22	23904/23904	---M--	200	added ('OK')	image/png	etag:%225d396f60-5d60%22	https://templates.envytheme.com/milkwash/default/assets/img/footer-logo.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/footer-logo.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:24	40704/40704	---M--	200	added ('OK')	image/jpeg	etag:%225d396f5d-9f00%22	https://templates.envytheme.com/milkwash/default/assets/img/blog-img-1.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/blog-img-1.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:25	36999/36999	---M--	200	added ('OK')	image/jpeg	etag:%225d396f5d-9087%22	https://templates.envytheme.com/milkwash/default/assets/img/blog-img-2.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/blog-img-2.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:26	12053/12053	---M--	200	added ('OK')	image/jpeg	etag:%225d396f5d-2f15%22	https://templates.envytheme.com/milkwash/default/assets/img/blog-img-3.jpg	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/blog-img-3.jpg	(from https://templates.envytheme.com/milkwash/default/)
14:54:26	18124/18124	---M--	200	added ('OK')	image/png	etag:%225d396f62-46cc%22	https://templates.envytheme.com/milkwash/default/assets/img/mastercard.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/mastercard.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:27	16792/16792	---M--	200	added ('OK')	image/png	etag:%225d396f63-4198%22	https://templates.envytheme.com/milkwash/default/assets/img/paypal.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/paypal.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:32	17484/17484	---M--	200	added ('OK')	image/png	etag:%225d396f6f-444c%22	https://templates.envytheme.com/milkwash/default/assets/img/visa02.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/visa02.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:36	17635/17635	---M--	200	added ('OK')	image/png	etag:%225d396f5d-44e3%22	https://templates.envytheme.com/milkwash/default/assets/img/americanexpress.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/img/americanexpress.png	(from https://templates.envytheme.com/milkwash/default/)
14:54:38	97168/97168	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f71-17b90%22	https://templates.envytheme.com/milkwash/default/assets/js/jquery-1.12.4.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/jquery-1.12.4.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:39	58072/58072	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f71-e2d8%22	https://templates.envytheme.com/milkwash/default/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/bootstrap.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:43	20696/20696	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f72-50d8%22	https://templates.envytheme.com/milkwash/default/assets/js/popper.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/popper.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:44	40402/40402	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f72-9dd2%22	https://templates.envytheme.com/milkwash/default/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/owl.carousel.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:44	8420/8420	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f71-20e4%22	https://templates.envytheme.com/milkwash/default/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/jquery.slicknav.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:45	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f71-4ef8%22	https://templates.envytheme.com/milkwash/default/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/jquery.magnific-popup.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:48	87305/87305	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f72-15509%22	https://templates.envytheme.com/milkwash/default/assets/js/mixitup.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/mixitup.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:48	8155/8155	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f72-1fdb%22	https://templates.envytheme.com/milkwash/default/assets/js/wow.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/wow.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:49	1074/1074	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f71-432%22	https://templates.envytheme.com/milkwash/default/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/jquery.counterup.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:50	8051/8051	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f72-1f73%22	https://templates.envytheme.com/milkwash/default/assets/js/waypoints.min.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/waypoints.min.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:50	17157/17157	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f70-4305%22	https://templates.envytheme.com/milkwash/default/assets/js/active.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/js/active.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:51	2384/2384	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f57-950%22	https://templates.envytheme.com/milkwash/default/assets/dist/color-switcher.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/dist/color-switcher.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:52	1245/1245	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d396f57-4dd%22	https://templates.envytheme.com/milkwash/default/assets/dist/active-switcher.js	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/dist/active-switcher.js	(from https://templates.envytheme.com/milkwash/default/)
14:54:56	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d396f59-2876e%22	https://templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont3e6e.eot	(from https://templates.envytheme.com/milkwash/default/assets/css/font-awesome.min.css)
14:55:00	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%225d396f5a-12d68%22	https://templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://templates.envytheme.com/milkwash/default/assets/css/font-awesome.min.css)
14:55:05	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d396f59-2876e%22	https://templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfontd41d.eot	(from https://templates.envytheme.com/milkwash/default/assets/css/font-awesome.min.css)
14:55:13	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%225d396f5a-17ee8%22	https://templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont3e6e.woff	(from https://templates.envytheme.com/milkwash/default/assets/css/font-awesome.min.css)
14:55:13	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225d396f59-286ac%22	https://templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://templates.envytheme.com/milkwash/default/assets/css/font-awesome.min.css)
14:55:13	169/169	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Sep%202019%2013:55:13%20GMT	https://templates.envytheme.com/milkwash/default/assets/css/owl.video.play.png	C:/My%20Web%20Sites/MilkWash/templates.envytheme.com/milkwash/default/assets/css/owl.video.play.png	(from https://templates.envytheme.com/milkwash/default/assets/css/owl.carousel.css)
